steps,time,bs_price,price
1,8.808190615861534,10.879886638622231,0.0015206336975097656
11,10.826454777991739,10.879886638622231,0.003996849060058594
21,10.87945318147253,10.879886638622231,0.01655435562133789
31,10.891389745393342,10.879886638622231,0.047727108001708984
41,10.894877102125157,10.879886638622231,0.06076312065124512
51,10.895653505756387,10.879886638622231,0.09887194633483887
61,10.895378335467703,10.879886638622231,0.14505791664123535
71,10.894661794645229,10.879886638622231,0.18571782112121582
81,10.893761971149775,10.879886638622231,0.4142277240753174
91,10.892797766930295,10.879886638622231,0.37349700927734375
100,10.891923138158003,10.879886638622231,0.4360673427581787
120,10.89005168773471,10.879886638622231,1.0241169929504395
140,10.88833712746286,10.879886638622231,1.1016182899475098
160,10.88678979067057,10.879886638622231,1.003795862197876
180,10.885396555547112,10.879886638622231,1.0610406398773193
200,10.884139079963953,10.879886638622231,1.4477057456970215
220,10.882999458300395,10.879886638622231,1.1659727096557617
240,10.881961832620734,10.879886638622231,1.1286101341247559
260,10.881012646755645,10.879886638622231,1.5489535331726074
280,10.880140460401586,10.879886638622231,1.5987648963928223
300,10.879335648881467,10.879886638622231,1.8376820087432861
320,10.878590102766612,10.879886638622231,2.316406488418579
340,10.877896963590226,10.879886638622231,2.5217673778533936
360,10.877250402730823,10.879886638622231,3.097705602645874
380,10.876645440535079,10.879886638622231,2.6739513874053955
400,10.876077799547605,10.879886638622231,3.6675117015838623
420,10.875543785844352,10.879886638622231,3.8863415718078613
440,10.875040192838068,10.879886638622231,4.234418630599976
460,10.87458961921257,10.879886638622231,4.553720235824585
480,10.875451067053664,10.879886638622231,9.024159908294678
500,10.876204855604797,10.879886638622231,9.343682527542114
520,10.876865596452095,10.879886638622231,6.189759731292725
540,10.877445538284816,10.879886638622231,8.450242042541504
560,10.87795501310842,10.879886638622231,8.8265860080719
580,10.878402786313721,10.879886638622231,8.184288501739502
600,10.878796334001912,10.879886638622231,7.796621799468994
620,10.879142064197135,10.879886638622231,9.812068462371826
640,10.879445494912455,10.879886638622231,8.730164289474487
660,10.879711398182605,10.879886638622231,11.645424127578735
680,10.879943917592822,10.879886638622231,12.375140190124512
700,10.880146664655621,10.879886638622231,12.80500602722168
720,10.880322798310914,10.879886638622231,12.525514602661133
740,10.880475090815908,10.879886638622231,15.18325161933899
760,10.88060598276669,10.879886638622231,11.835160493850708
780,10.880717629122547,10.879886638622231,18.40096139907837
800,10.880811937962603,10.879886638622231,16.071651220321655
820,10.880890603211755,10.879886638622231,22.397696256637573
840,10.880955132487088,10.879886638622231,22.37365698814392
860,10.881006870726692,10.879886638622231,29.53380060195923
880,10.881047020454554,10.879886638622231,37.077497720718384
900,10.881076659133997,10.879886638622231,32.448012351989746
920,10.881096754178603,10.879886638622231,43.330870628356934
940,10.881108175770905,10.879886638622231,44.195122718811035
960,10.881111708173467,10.879886638622231,42.04326891899109
980,10.881108059374492,10.879886638622231,34.83773732185364
1000,10.881097869565863,10.879886638622231,29.76714539527893
1020,10.881081718580754,10.879886638622231,34.433531045913696
1040,10.881060132342585,10.879886638622231,33.377561807632446
1060,10.881033588594725,10.879886638622231,30.253753662109375
1080,10.881002521883003,10.879886638622231,31.508639812469482
1100,10.88096732794052,10.879886638622231,40.03954315185547
1120,10.88092836767145,10.879886638622231,35.92584490776062
1140,10.880885970545616,10.879886638622231,33.10685133934021
1160,10.880840437730749,10.879886638622231,35.65372967720032
1180,10.880792044759472,10.879886638622231,47.0233051776886
1200,10.880741044015812,10.879886638622231,59.212623596191406
1220,10.880687666840668,10.879886638622231,66.80864644050598
1240,10.880632125577128,10.879886638622231,57.07539749145508
1260,10.8805746152311,10.879886638622231,48.78848195075989
1280,10.88051531501045,10.879886638622231,46.753990650177
1300,10.88045438985749,10.879886638622231,53.87937259674072
1320,10.880391991537211,10.879886638622231,64.3997220993042
1340,10.88032825991657,10.879886638622231,57.41034388542175
1360,10.88026332393376,10.879886638622231,46.53337383270264
1380,10.880197302496514,10.879886638622231,52.386629581451416
1400,10.880130305379325,10.879886638622231,56.87324094772339
1420,10.880062433947069,10.879886638622231,49.40653872489929
1440,10.879993781867283,10.879886638622231,45.63700008392334
1460,10.879924435726489,10.879886638622231,45.855661153793335
1480,10.879854475616748,10.879886638622231,48.40047073364258
1500,10.879783975555688,10.879886638622231,48.839991092681885
1520,10.879713004136377,10.879886638622231,49.456613063812256
1540,10.879641624859788,10.879886638622231,50.615628242492676
1560,10.879569896468256,10.879886638622231,60.479586124420166
1580,10.879497873410772,10.879886638622231,105.20300889015198
1600,10.879425606141542,10.879886638622231,62.23286414146423
1620,10.879353141395478,10.879886638622231,61.99751591682434
1640,10.879280522481215,10.879886638622231,70.06366348266602
1660,10.879207789569026,10.879886638622231,89.6953763961792
1680,10.879134979885226,10.879886638622231,92.47421932220459
1700,10.879062127873409,10.879886638622231,139.9538881778717
1720,10.878989265547231,10.879886638622231,120.45188570022583
1740,10.878916422499248,10.879886638622231,88.04168844223022
1760,10.878843626207516,10.879886638622231,70.48683595657349
1780,10.878770902063012,10.879886638622231,66.45432305335999
1800,10.878698273659014,10.879886638622231,68.49616193771362
1820,10.878625762818318,10.879886638622231,50.525107860565186
1840,10.878566087740229,10.879886638622231,88.1534833908081
1860,10.878664535227244,10.879886638622231,90.1469521522522
1880,10.878758630680048,10.879886638622231,72.22337198257446
1900,10.878848546818384,10.879886638622231,91.66111612319946
1920,10.878934448188186,10.879886638622231,89.67827582359314
1940,10.879016491770516,10.879886638622231,86.00980615615845
1960,10.879094827233784,10.879886638622231,85.7839183807373
1980,10.879169597474842,10.879886638622231,115.29125642776489
2000,10.879240938858153,10.879886638622231,111.90724849700928
2020,10.879308981757818,10.879886638622231,101.17169642448425
2040,10.879373850524818,10.879886638622231,126.30534219741821
2060,10.8794356642251,10.879886638622231,93.14248824119568
2080,10.879494536649181,10.879886638622231,92.887446641922
2100,10.879550576604277,10.879886638622231,94.69778108596802
2120,10.879603888266038,10.879886638622231,98.1547462940216
2140,10.879654571350377,10.879886638622231,101.89920544624329
2160,10.879702721281719,10.879886638622231,102.96536588668823
2180,10.879748429613537,10.879886638622231,107.13241696357727
2200,10.879791783977963,10.879886638622231,106.60860705375671
2220,10.87983286835731,10.879886638622231,110.60171103477478
2240,10.879871763374224,10.879886638622231,110.21479344367981
2260,10.879908546310784,10.879886638622231,116.96482276916504
2280,10.879943291281412,10.879886638622231,115.04503774642944
2300,10.879976069534639,10.879886638622231,114.29188299179077
2320,10.880006949395426,10.879886638622231,117.89605951309204
2340,10.88003599647813,10.879886638622231,124.64102864265442
2360,10.880063273848782,10.879886638622231,125.53896617889404
2380,10.880088842124369,10.879886638622231,126.02609324455261
2400,10.880112759510304,10.879886638622231,182.1534743309021
2420,10.880135082037683,10.879886638622231,188.7240595817566
2440,10.880155863498702,10.879886638622231,198.32204222679138
2460,10.88017515583564,10.879886638622231,178.1439392566681
2480,10.880193008747618,10.879886638622231,143.93044805526733
